Agency,Site,Date,Discharge,Letter
USGS,2358000,8/30/1952,10400,A
USGS,2358000,8/31/1952,11900,A
USGS,2358000,9/1/1952,11300,A
USGS,2358000,9/2/1952,10400,A
USGS,2358000,9/3/1952,9400,A
USGS,2358000,9/4/1952,9500,A
USGS,2358000,9/5/1952,10000,A
USGS,2358000,9/6/1952,10600,A
USGS,2358000,9/7/1952,10700,A
USGS,2358000,9/8/1952,10200,A
USGS,2358000,9/9/1952,9480,A
USGS,2358000,9/10/1952,8730,A
USGS,2358000,9/11/1952,8390,A
USGS,2358000,9/12/1952,8770,A
USGS,2358000,9/13/1952,8800,A
USGS,2358000,9/14/1952,8880,A
USGS,2358000,9/15/1952,8860,A
USGS,2358000,9/16/1952,8270,A
USGS,2358000,9/17/1952,8920,A
USGS,2358000,9/18/1952,9320,A
USGS,2358000,9/19/1952,8960,A
USGS,2358000,9/20/1952,9160,A
USGS,2358000,9/21/1952,9280,A
USGS,2358000,9/22/1952,9880,A
USGS,2358000,9/23/1952,10300,A
USGS,2358000,9/24/1952,11600,A
USGS,2358000,9/25/1952,11900,A
USGS,2358000,9/26/1952,11400,A
USGS,2358000,9/27/1952,10900,A
USGS,2358000,9/28/1952,9920,A
USGS,2358000,9/29/1952,9120,A
USGS,2358000,9/30/1952,8290,A
USGS,2358000,10/1/1952,7750,A
USGS,2358000,10/2/1952,7710,A
USGS,2358000,10/3/1952,7890,A
USGS,2358000,10/4/1952,7890,A
USGS,2358000,10/5/1952,7670,A
USGS,2358000,10/6/1952,7420,A
USGS,2358000,10/7/1952,7260,A
USGS,2358000,10/8/1952,7040,A
USGS,2358000,10/9/1952,7300,A
USGS,2358000,10/10/1952,7280,A
USGS,2358000,10/11/1952,7320,A
USGS,2358000,10/12/1952,7440,A
USGS,2358000,10/13/1952,7340,A
USGS,2358000,10/14/1952,7260,A
USGS,2358000,10/15/1952,7080,A
USGS,2358000,10/16/1952,7180,A
USGS,2358000,10/17/1952,7200,A
USGS,2358000,10/18/1952,7140,A
USGS,2358000,10/19/1952,7220,A
USGS,2358000,10/20/1952,7120,A
USGS,2358000,10/21/1952,6850,A
USGS,2358000,10/22/1952,6690,A
USGS,2358000,10/23/1952,6820,A
USGS,2358000,10/24/1952,7040,A
USGS,2358000,10/25/1952,7420,A
USGS,2358000,10/26/1952,7260,A
USGS,2358000,10/27/1952,7090,A
USGS,2358000,10/28/1952,6740,A
USGS,2358000,10/29/1952,6550,A
USGS,2358000,10/30/1952,6640,A
USGS,2358000,10/31/1952,6740,A
USGS,2358000,11/1/1952,6660,A
USGS,2358000,11/2/1952,6630,A
USGS,2358000,11/3/1952,6740,A
USGS,2358000,11/4/1952,6550,A
USGS,2358000,11/5/1952,6500,A
USGS,2358000,11/6/1952,6560,A
USGS,2358000,11/7/1952,6590,A
USGS,2358000,11/8/1952,6640,A
USGS,2358000,11/9/1952,6640,A
USGS,2358000,11/10/1952,6570,A
USGS,2358000,11/11/1952,6450,A
USGS,2358000,11/12/1952,6560,A
USGS,2358000,11/13/1952,6660,A
USGS,2358000,11/14/1952,6840,A
USGS,2358000,11/15/1952,6940,A
USGS,2358000,11/16/1952,6970,A
USGS,2358000,11/17/1952,6960,A
USGS,2358000,11/18/1952,6820,A
USGS,2358000,11/19/1952,6600,A
USGS,2358000,11/20/1952,6850,A
USGS,2358000,11/21/1952,7690,A
USGS,2358000,11/22/1952,8210,A
USGS,2358000,11/23/1952,8630,A
USGS,2358000,11/24/1952,8600,A
USGS,2358000,11/25/1952,8200,A
USGS,2358000,11/26/1952,7870,A
USGS,2358000,11/27/1952,7960,A
USGS,2358000,11/28/1952,8410,A
USGS,2358000,11/29/1952,8710,A
USGS,2358000,11/30/1952,8880,A
USGS,2358000,12/1/1952,8620,A
USGS,2358000,12/2/1952,8160,A
USGS,2358000,12/3/1952,7910,A
USGS,2358000,12/4/1952,7960,A
USGS,2358000,12/5/1952,8680,A
USGS,2358000,12/6/1952,9160,A
USGS,2358000,12/7/1952,9800,A
USGS,2358000,12/8/1952,10200,A
USGS,2358000,12/9/1952,10200,A
USGS,2358000,12/10/1952,10200,A
USGS,2358000,12/11/1952,10400,A
USGS,2358000,12/12/1952,11500,A
USGS,2358000,12/13/1952,12100,A
USGS,2358000,12/14/1952,13100,A
USGS,2358000,12/15/1952,13600,A
USGS,2358000,12/16/1952,12800,A
USGS,2358000,12/17/1952,11300,A
USGS,2358000,12/18/1952,11500,A
USGS,2358000,12/19/1952,12100,A
USGS,2358000,12/20/1952,12200,A
USGS,2358000,12/21/1952,12200,A
USGS,2358000,12/22/1952,11800,A
USGS,2358000,12/23/1952,11400,A
USGS,2358000,12/24/1952,10800,A
USGS,2358000,12/25/1952,10500,A
USGS,2358000,12/26/1952,12600,A
USGS,2358000,12/27/1952,15100,A
USGS,2358000,12/28/1952,17000,A
USGS,2358000,12/29/1952,16800,A
USGS,2358000,12/30/1952,15200,A
USGS,2358000,12/31/1952,14700,A
USGS,2358000,1/1/1953,15000,A
USGS,2358000,1/2/1953,17500,A
USGS,2358000,1/3/1953,20100,A
USGS,2358000,1/4/1953,18600,A
USGS,2358000,1/5/1953,18000,A
USGS,2358000,1/6/1953,17600,A
USGS,2358000,1/7/1953,17300,A
USGS,2358000,1/8/1953,16900,A
USGS,2358000,1/9/1953,17900,A
USGS,2358000,1/10/1953,20400,A
USGS,2358000,1/11/1953,26200,A
USGS,2358000,1/12/1953,32200,A
USGS,2358000,1/13/1953,34600,A
USGS,2358000,1/14/1953,34300,A
USGS,2358000,1/15/1953,33800,A
USGS,2358000,1/16/1953,31300,A
USGS,2358000,1/17/1953,27200,A
USGS,2358000,1/18/1953,23600,A
USGS,2358000,1/19/1953,23600,A
USGS,2358000,1/20/1953,26800,A
USGS,2358000,1/21/1953,28400,A
USGS,2358000,1/22/1953,26600,A
USGS,2358000,1/23/1953,26100,A
USGS,2358000,1/24/1953,25700,A
USGS,2358000,1/25/1953,26100,A
USGS,2358000,1/26/1953,25900,A
USGS,2358000,1/27/1953,25900,A
USGS,2358000,1/28/1953,25400,A
USGS,2358000,1/29/1953,24700,A
USGS,2358000,1/30/1953,23700,A
USGS,2358000,1/31/1953,23000,A
USGS,2358000,2/1/1953,22200,A
USGS,2358000,2/2/1953,21200,A
USGS,2358000,2/3/1953,21000,A
USGS,2358000,2/4/1953,20700,A
USGS,2358000,2/5/1953,19600,A
USGS,2358000,2/6/1953,18900,A
USGS,2358000,2/7/1953,19300,A
USGS,2358000,2/8/1953,21600,A
USGS,2358000,2/9/1953,23500,A
USGS,2358000,2/10/1953,23000,A
USGS,2358000,2/11/1953,21000,A
USGS,2358000,2/12/1953,21100,A
USGS,2358000,2/13/1953,20900,A
USGS,2358000,2/14/1953,21000,A
USGS,2358000,2/15/1953,22200,A
USGS,2358000,2/16/1953,27300,A
USGS,2358000,2/17/1953,32000,A
USGS,2358000,2/18/1953,33600,A
USGS,2358000,2/19/1953,31100,A
USGS,2358000,2/20/1953,27700,A
USGS,2358000,2/21/1953,26300,A
USGS,2358000,2/22/1953,28900,A
USGS,2358000,2/23/1953,33600,A
USGS,2358000,2/24/1953,39000,A
USGS,2358000,2/25/1953,41400,A
USGS,2358000,2/26/1953,42500,A
USGS,2358000,2/27/1953,49600,A
USGS,2358000,2/28/1953,54400,A
USGS,2358000,3/1/1953,53800,A
USGS,2358000,3/2/1953,47400,A
USGS,2358000,3/3/1953,40900,A
USGS,2358000,3/4/1953,37500,A
USGS,2358000,3/5/1953,37300,A
USGS,2358000,3/6/1953,36800,A
USGS,2358000,3/7/1953,39900,A
USGS,2358000,3/8/1953,38900,A
USGS,2358000,3/9/1953,33800,A
USGS,2358000,3/10/1953,31700,A
USGS,2358000,3/11/1953,31000,A
USGS,2358000,3/12/1953,31000,A
USGS,2358000,3/13/1953,31200,A
USGS,2358000,3/14/1953,31000,A
USGS,2358000,3/15/1953,31500,A
USGS,2358000,3/16/1953,31400,A
USGS,2358000,3/17/1953,30400,A
USGS,2358000,3/18/1953,29200,A
USGS,2358000,3/19/1953,28500,A
USGS,2358000,3/20/1953,26800,A
USGS,2358000,3/21/1953,25800,A
USGS,2358000,3/22/1953,26200,A
USGS,2358000,3/23/1953,26200,A
USGS,2358000,3/24/1953,26100,A
USGS,2358000,3/25/1953,26200,A
USGS,2358000,3/26/1953,26800,A
USGS,2358000,3/27/1953,27000,A
USGS,2358000,3/28/1953,26600,A
USGS,2358000,3/29/1953,25900,A
USGS,2358000,3/30/1953,25500,A
USGS,2358000,3/31/1953,24500,A
USGS,2358000,4/1/1953,23700,A
USGS,2358000,4/2/1953,22800,A
USGS,2358000,4/3/1953,21700,A
USGS,2358000,4/4/1953,20700,A
USGS,2358000,4/5/1953,19900,A
USGS,2358000,4/6/1953,19400,A
USGS,2358000,4/7/1953,20000,A
USGS,2358000,4/8/1953,21600,A
USGS,2358000,4/9/1953,25300,A
USGS,2358000,4/10/1953,26000,A
USGS,2358000,4/11/1953,28400,A
USGS,2358000,4/12/1953,34500,A
USGS,2358000,4/13/1953,39600,A
USGS,2358000,4/14/1953,44900,A
USGS,2358000,4/15/1953,49200,A
USGS,2358000,4/16/1953,46500,A
USGS,2358000,4/17/1953,41800,A
USGS,2358000,4/18/1953,38500,A
USGS,2358000,4/19/1953,36200,A
USGS,2358000,4/20/1953,36500,A
USGS,2358000,4/21/1953,38900,A
USGS,2358000,4/22/1953,36900,A
USGS,2358000,4/23/1953,32300,A
USGS,2358000,4/24/1953,27900,A
USGS,2358000,4/25/1953,25600,A
USGS,2358000,4/26/1953,24600,A
USGS,2358000,4/27/1953,24000,A
USGS,2358000,4/28/1953,24500,A
USGS,2358000,4/29/1953,20300,A
USGS,2358000,4/30/1953,18700,A
USGS,2358000,5/1/1953,24600,A
USGS,2358000,5/2/1953,41000,A
USGS,2358000,5/3/1953,50100,A
USGS,2358000,5/4/1953,58700,A
USGS,2358000,5/5/1953,71000,A
USGS,2358000,5/6/1953,84700,A
USGS,2358000,5/7/1953,91000,A
USGS,2358000,5/8/1953,90300,A
USGS,2358000,5/9/1953,84300,A
USGS,2358000,5/10/1953,76700,A
USGS,2358000,5/11/1953,69900,A
USGS,2358000,5/12/1953,64400,A
USGS,2358000,5/13/1953,58500,A
USGS,2358000,5/14/1953,53700,A
USGS,2358000,5/15/1953,47800,A
USGS,2358000,5/16/1953,41700,A
USGS,2358000,5/17/1953,36500,A
USGS,2358000,5/18/1953,32400,A
USGS,2358000,5/19/1953,28400,A
USGS,2358000,5/20/1953,25400,A
USGS,2358000,5/21/1953,25700,A
USGS,2358000,5/22/1953,27700,A
USGS,2358000,5/23/1953,28200,A
USGS,2358000,5/24/1953,27600,A
USGS,2358000,5/25/1953,26700,A
USGS,2358000,5/26/1953,24900,A
USGS,2358000,5/27/1953,22700,A
USGS,2358000,5/28/1953,20700,A
USGS,2358000,5/29/1953,20300,A
USGS,2358000,5/30/1953,19800,A
USGS,2358000,5/31/1953,18900,A
USGS,2358000,6/1/1953,18200,A
USGS,2358000,6/2/1953,16500,A
USGS,2358000,6/3/1953,14800,A
USGS,2358000,6/4/1953,15200,A
USGS,2358000,6/5/1953,15300,A
USGS,2358000,6/6/1953,15000,A
USGS,2358000,6/7/1953,15400,A
USGS,2358000,6/8/1953,15400,A
USGS,2358000,6/9/1953,14100,A
USGS,2358000,6/10/1953,13700,A
USGS,2358000,6/11/1953,14900,A
USGS,2358000,6/12/1953,15000,A
USGS,2358000,6/13/1953,15000,A
USGS,2358000,6/14/1953,14900,A
USGS,2358000,6/15/1953,14700,A
USGS,2358000,6/16/1953,13700,A
USGS,2358000,6/17/1953,13300,A
USGS,2358000,6/18/1953,14800,A
USGS,2358000,6/19/1953,15500,A
USGS,2358000,6/20/1953,16000,A
USGS,2358000,6/21/1953,15900,A
USGS,2358000,6/22/1953,15500,A
USGS,2358000,6/23/1953,14100,A
USGS,2358000,6/24/1953,13900,A
USGS,2358000,6/25/1953,14700,A
USGS,2358000,6/26/1953,16600,A
USGS,2358000,6/27/1953,17200,A
USGS,2358000,6/28/1953,18900,A
USGS,2358000,6/29/1953,20100,A
USGS,2358000,6/30/1953,20700,A
USGS,2358000,7/1/1953,20000,A
USGS,2358000,7/2/1953,19700,A
USGS,2358000,7/3/1953,19300,A
USGS,2358000,7/4/1953,19200,A
USGS,2358000,7/5/1953,18400,A
USGS,2358000,7/6/1953,18400,A
USGS,2358000,7/7/1953,18500,A
USGS,2358000,7/8/1953,17700,A
USGS,2358000,7/9/1953,17500,A
USGS,2358000,7/10/1953,20000,A
USGS,2358000,7/11/1953,21100,A
USGS,2358000,7/12/1953,23000,A
USGS,2358000,7/13/1953,21800,A
USGS,2358000,7/14/1953,19300,A
USGS,2358000,7/15/1953,17000,A
USGS,2358000,7/16/1953,16600,A
USGS,2358000,7/17/1953,17900,A
USGS,2358000,7/18/1953,19900,A
USGS,2358000,7/19/1953,20800,A
USGS,2358000,7/20/1953,20200,A
USGS,2358000,7/21/1953,19900,A
USGS,2358000,7/22/1953,22200,A
USGS,2358000,7/23/1953,26800,A
USGS,2358000,7/24/1953,31200,A
USGS,2358000,7/25/1953,33400,A
USGS,2358000,7/26/1953,32500,A
USGS,2358000,7/27/1953,31200,A
USGS,2358000,7/28/1953,30800,A
USGS,2358000,7/29/1953,30600,A
USGS,2358000,7/30/1953,30000,A
USGS,2358000,7/31/1953,27600,A
USGS,2358000,8/1/1953,24300,A
USGS,2358000,8/2/1953,22100,A
USGS,2358000,8/3/1953,20800,A
USGS,2358000,8/4/1953,19100,A
USGS,2358000,8/5/1953,17400,A
USGS,2358000,8/6/1953,16800,A
USGS,2358000,8/7/1953,16400,A
USGS,2358000,8/8/1953,16000,A
USGS,2358000,8/9/1953,15300,A
USGS,2358000,8/10/1953,14600,A
USGS,2358000,8/11/1953,13000,A
USGS,2358000,8/12/1953,11900,A
USGS,2358000,8/13/1953,12100,A
USGS,2358000,8/14/1953,12400,A
USGS,2358000,8/15/1953,12300,A
USGS,2358000,8/16/1953,12200,A
USGS,2358000,8/17/1953,12100,A
USGS,2358000,8/18/1953,11400,A
USGS,2358000,8/19/1953,10900,A
USGS,2358000,8/20/1953,12700,A
USGS,2358000,8/21/1953,14000,A
USGS,2358000,8/22/1953,14000,A
USGS,2358000,8/23/1953,13300,A
USGS,2358000,8/24/1953,12500,A
USGS,2358000,8/25/1953,11800,A
USGS,2358000,8/26/1953,11300,A
USGS,2358000,8/27/1953,11500,A
USGS,2358000,8/28/1953,11700,A
USGS,2358000,8/29/1953,12000,A
USGS,2358000,8/30/1953,12100,A
USGS,2358000,8/31/1953,11800,A
USGS,2358000,9/1/1953,10600,A
USGS,2358000,9/2/1953,10100,A
USGS,2358000,9/3/1953,10700,A
USGS,2358000,9/4/1953,11300,A
USGS,2358000,9/5/1953,11500,A
USGS,2358000,9/6/1953,11500,A
USGS,2358000,9/7/1953,11000,A
USGS,2358000,9/8/1953,10400,A
USGS,2358000,9/9/1953,10600,A
USGS,2358000,9/10/1953,10900,A
USGS,2358000,9/11/1953,11100,A
USGS,2358000,9/12/1953,11100,A
USGS,2358000,9/13/1953,10900,A
USGS,2358000,9/14/1953,10400,A
USGS,2358000,9/15/1953,9700,A
USGS,2358000,9/16/1953,9280,A
USGS,2358000,9/17/1953,9480,A
USGS,2358000,9/18/1953,9280,A
USGS,2358000,9/19/1953,9140,A
USGS,2358000,9/20/1953,9640,A
USGS,2358000,9/21/1953,10800,A
USGS,2358000,9/22/1953,12000,A
USGS,2358000,9/23/1953,12200,A
USGS,2358000,9/24/1953,13300,A
USGS,2358000,9/25/1953,13500,A
USGS,2358000,9/26/1953,14800,A
USGS,2358000,9/27/1953,19200,A
USGS,2358000,9/28/1953,28000,A
USGS,2358000,9/29/1953,34500,A
USGS,2358000,9/30/1953,36000,A
USGS,2358000,10/1/1953,34200,A
USGS,2358000,10/2/1953,33100,A
USGS,2358000,10/3/1953,31900,A
USGS,2358000,10/4/1953,31600,A
USGS,2358000,10/5/1953,29300,A
USGS,2358000,10/6/1953,26300,A
USGS,2358000,10/7/1953,22400,A
USGS,2358000,10/8/1953,20600,A
USGS,2358000,10/9/1953,18900,A
USGS,2358000,10/10/1953,17100,A
USGS,2358000,10/11/1953,15600,A
USGS,2358000,10/12/1953,14700,A
USGS,2358000,10/13/1953,13800,A
USGS,2358000,10/14/1953,13200,A
USGS,2358000,10/15/1953,13400,A
USGS,2358000,10/16/1953,13400,A
USGS,2358000,10/17/1953,13300,A
USGS,2358000,10/18/1953,13300,A
USGS,2358000,10/19/1953,13000,A
USGS,2358000,10/20/1953,12000,A
USGS,2358000,10/21/1953,11500,A
USGS,2358000,10/22/1953,11600,A
USGS,2358000,10/23/1953,11800,A
USGS,2358000,10/24/1953,11700,A
USGS,2358000,10/25/1953,11900,A
USGS,2358000,10/26/1953,11900,A
USGS,2358000,10/27/1953,11100,A
USGS,2358000,10/28/1953,10300,A
USGS,2358000,10/29/1953,10800,A
USGS,2358000,10/30/1953,11200,A
USGS,2358000,10/31/1953,11100,A
USGS,2358000,11/1/1953,11200,A
USGS,2358000,11/2/1953,11000,A
USGS,2358000,11/3/1953,10400,A
USGS,2358000,11/4/1953,10200,A
USGS,2358000,11/5/1953,10600,A
USGS,2358000,11/6/1953,11100,A
USGS,2358000,11/7/1953,11600,A
USGS,2358000,11/8/1953,12000,A
USGS,2358000,11/9/1953,12000,A
USGS,2358000,11/10/1953,10900,A
USGS,2358000,11/11/1953,10200,A
USGS,2358000,11/12/1953,10600,A
USGS,2358000,11/13/1953,10800,A
USGS,2358000,11/14/1953,10800,A
USGS,2358000,11/15/1953,10700,A
USGS,2358000,11/16/1953,10600,A
USGS,2358000,11/17/1953,10200,A
USGS,2358000,11/18/1953,10100,A
USGS,2358000,11/19/1953,10000,A
USGS,2358000,11/20/1953,10100,A
USGS,2358000,11/21/1953,10700,A
USGS,2358000,11/22/1953,11000,A
USGS,2358000,11/23/1953,11000,A
USGS,2358000,11/24/1953,11000,A
USGS,2358000,11/25/1953,11500,A
USGS,2358000,11/26/1953,12400,A
USGS,2358000,11/27/1953,13400,A
USGS,2358000,11/28/1953,13700,A
USGS,2358000,11/29/1953,13500,A
USGS,2358000,11/30/1953,13000,A
USGS,2358000,12/1/1953,12000,A
USGS,2358000,12/2/1953,11500,A
USGS,2358000,12/3/1953,12200,A
USGS,2358000,12/4/1953,13000,A
USGS,2358000,12/5/1953,22600,A
USGS,2358000,12/6/1953,37700,A
USGS,2358000,12/7/1953,48000,A
USGS,2358000,12/8/1953,54900,A
USGS,2358000,12/9/1953,54800,A
USGS,2358000,12/10/1953,49000,A
USGS,2358000,12/11/1953,45600,A
USGS,2358000,12/12/1953,45200,A
USGS,2358000,12/13/1953,45700,A
USGS,2358000,12/14/1953,46400,A
USGS,2358000,12/15/1953,58400,A
USGS,2358000,12/16/1953,60800,A
USGS,2358000,12/17/1953,60000,A
USGS,2358000,12/18/1953,56400,A
USGS,2358000,12/19/1953,51300,A
USGS,2358000,12/20/1953,46400,A
USGS,2358000,12/21/1953,44600,A
USGS,2358000,12/22/1953,44100,A
USGS,2358000,12/23/1953,46200,A
USGS,2358000,12/24/1953,49000,A
USGS,2358000,12/25/1953,48600,A
USGS,2358000,12/26/1953,46200,A
USGS,2358000,12/27/1953,44400,A
USGS,2358000,12/28/1953,43000,A
USGS,2358000,12/29/1953,41700,A
USGS,2358000,12/30/1953,42700,A
USGS,2358000,12/31/1953,47600,A
USGS,2358000,1/1/1954,50600,A
USGS,2358000,1/2/1954,49300,A
USGS,2358000,1/3/1954,47000,A
USGS,2358000,1/4/1954,45400,A
USGS,2358000,1/5/1954,43500,A
USGS,2358000,1/6/1954,41400,A
USGS,2358000,1/7/1954,39000,A
USGS,2358000,1/8/1954,36600,A
USGS,2358000,1/9/1954,34000,A
USGS,2358000,1/10/1954,31600,A
USGS,2358000,1/11/1954,29300,A
USGS,2358000,1/12/1954,27600,A
USGS,2358000,1/13/1954,26100,A
USGS,2358000,1/14/1954,26200,A
USGS,2358000,1/15/1954,26200,A
USGS,2358000,1/16/1954,25900,A
USGS,2358000,1/17/1954,25400,A
USGS,2358000,1/18/1954,25500,A
USGS,2358000,1/19/1954,25300,A
USGS,2358000,1/20/1954,26300,A
USGS,2358000,1/21/1954,29200,A
USGS,2358000,1/22/1954,34200,A
USGS,2358000,1/23/1954,37900,A
USGS,2358000,1/24/1954,36200,A
USGS,2358000,1/25/1954,36500,A
USGS,2358000,1/26/1954,37500,A
USGS,2358000,1/27/1954,38700,A
USGS,2358000,1/28/1954,39300,A
USGS,2358000,1/29/1954,38100,A
USGS,2358000,1/30/1954,33900,A
USGS,2358000,1/31/1954,30900,A
USGS,2358000,2/1/1954,29000,A
USGS,2358000,2/2/1954,27600,A
USGS,2358000,2/3/1954,26700,A
USGS,2358000,2/4/1954,26200,A
USGS,2358000,2/5/1954,24700,A
USGS,2358000,2/6/1954,23100,A
USGS,2358000,2/7/1954,22700,A
USGS,2358000,2/8/1954,22800,A
USGS,2358000,2/9/1954,22600,A
USGS,2358000,2/10/1954,21400,A
USGS,2358000,2/11/1954,21400,A
USGS,2358000,2/12/1954,21300,A
USGS,2358000,2/13/1954,21500,A
USGS,2358000,2/14/1954,21400,A
USGS,2358000,2/15/1954,20800,A
USGS,2358000,2/16/1954,20000,A
USGS,2358000,2/17/1954,19200,A
USGS,2358000,2/18/1954,19000,A
USGS,2358000,2/19/1954,20100,A
USGS,2358000,2/20/1954,20900,A
USGS,2358000,2/21/1954,21200,A
USGS,2358000,2/22/1954,21500,A
USGS,2358000,2/23/1954,22700,A
USGS,2358000,2/24/1954,24900,A
USGS,2358000,2/25/1954,25100,A
USGS,2358000,2/26/1954,27700,A
USGS,2358000,2/27/1954,28200,A
USGS,2358000,2/28/1954,27600,A
USGS,2358000,3/1/1954,27500,A
USGS,2358000,3/2/1954,27700,A
USGS,2358000,3/3/1954,27200,A
USGS,2358000,3/4/1954,26400,A
USGS,2358000,3/5/1954,25700,A
USGS,2358000,3/6/1954,25100,A
USGS,2358000,3/7/1954,24200,A
USGS,2358000,3/8/1954,22500,A
USGS,2358000,3/9/1954,20400,A
USGS,2358000,3/10/1954,19700,A
USGS,2358000,3/11/1954,19900,A
USGS,2358000,3/12/1954,20400,A
USGS,2358000,3/13/1954,19900,A
USGS,2358000,3/14/1954,19600,A
USGS,2358000,3/15/1954,19900,A
USGS,2358000,3/16/1954,24300,A
USGS,2358000,3/17/1954,24700,A
USGS,2358000,3/18/1954,23200,A
USGS,2358000,3/19/1954,23000,A
USGS,2358000,3/20/1954,25000,A
USGS,2358000,3/21/1954,26100,A
USGS,2358000,3/22/1954,26000,A
USGS,2358000,3/23/1954,25300,A
USGS,2358000,3/24/1954,25100,A
USGS,2358000,3/25/1954,24500,A
USGS,2358000,3/26/1954,24200,A
USGS,2358000,3/27/1954,24400,A
USGS,2358000,3/28/1954,24800,A
USGS,2358000,3/29/1954,27900,A
USGS,2358000,3/30/1954,30500,A
USGS,2358000,3/31/1954,31100,A
USGS,2358000,4/1/1954,30800,A
USGS,2358000,4/2/1954,30000,A
USGS,2358000,4/3/1954,29400,A
USGS,2358000,4/4/1954,28600,A
USGS,2358000,4/5/1954,27500,A
USGS,2358000,4/6/1954,26800,A
USGS,2358000,4/7/1954,27100,A
USGS,2358000,4/8/1954,26600,A
USGS,2358000,4/9/1954,25000,A
USGS,2358000,4/10/1954,23500,A
USGS,2358000,4/11/1954,21800,A
USGS,2358000,4/12/1954,21200,A
USGS,2358000,4/13/1954,19100,A
USGS,2358000,4/14/1954,18600,A
USGS,2358000,4/15/1954,18800,A
USGS,2358000,4/16/1954,19700,A
USGS,2358000,4/17/1954,19900,A
USGS,2358000,4/18/1954,20200,A
USGS,2358000,4/19/1954,20600,A
USGS,2358000,4/20/1954,19100,A
USGS,2358000,4/21/1954,17900,A
USGS,2358000,4/22/1954,18600,A
USGS,2358000,4/23/1954,18800,A
USGS,2358000,4/24/1954,18100,A
USGS,2358000,4/25/1954,16700,A
USGS,2358000,4/26/1954,16000,A
USGS,2358000,4/27/1954,15500,A
USGS,2358000,4/28/1954,15100,A
USGS,2358000,4/29/1954,16600,A
USGS,2358000,4/30/1954,17300,A
USGS,2358000,5/1/1954,16800,A
USGS,2358000,5/2/1954,17000,A
USGS,2358000,5/3/1954,16300,A
USGS,2358000,5/4/1954,15000,A
USGS,2358000,5/5/1954,15800,A
USGS,2358000,5/6/1954,17800,A
USGS,2358000,5/7/1954,18200,A
USGS,2358000,5/8/1954,16800,A
USGS,2358000,5/9/1954,15800,A
USGS,2358000,5/10/1954,15200,A
USGS,2358000,5/11/1954,14200,A
USGS,2358000,5/12/1954,13900,A
USGS,2358000,5/13/1954,14100,A
USGS,2358000,5/14/1954,14400,A
USGS,2358000,5/15/1954,15400,A
USGS,2358000,5/16/1954,17200,A
USGS,2358000,5/17/1954,16600,A
USGS,2358000,5/18/1954,15000,A
USGS,2358000,5/19/1954,14800,A
USGS,2358000,5/20/1954,11600,A
USGS,2358000,5/21/1954,8580,A
USGS,2358000,5/22/1954,7060,A
USGS,2358000,5/23/1954,7060,A
USGS,2358000,5/24/1954,8030,A
USGS,2358000,5/25/1954,10900,A
USGS,2358000,5/26/1954,9950,A
USGS,2358000,5/27/1954,9200,A
USGS,2358000,5/28/1954,9210,A
USGS,2358000,5/29/1954,9140,A
USGS,2358000,5/30/1954,9760,A
USGS,2358000,5/31/1954,9950,A
USGS,2358000,6/1/1954,8660,A
USGS,2358000,6/2/1954,8600,A
USGS,2358000,6/3/1954,8550,A
USGS,2358000,6/4/1954,8440,A
USGS,2358000,6/5/1954,8620,A
USGS,2358000,6/6/1954,8940,A
USGS,2358000,6/7/1954,9200,A
USGS,2358000,6/8/1954,9680,A
USGS,2358000,6/9/1954,9340,A
USGS,2358000,6/10/1954,9320,A
USGS,2358000,6/11/1954,9440,A
USGS,2358000,6/12/1954,11000,A
USGS,2358000,6/13/1954,9050,A
USGS,2358000,6/14/1954,9070,A
USGS,2358000,6/15/1954,8980,A
USGS,2358000,6/16/1954,8890,A
USGS,2358000,6/17/1954,9070,A
USGS,2358000,6/18/1954,9820,A
USGS,2358000,6/19/1954,11300,A
USGS,2358000,6/20/1954,12200,A
USGS,2358000,6/21/1954,11800,A
USGS,2358000,6/22/1954,10900,A
USGS,2358000,6/23/1954,15200,A
USGS,2358000,6/24/1954,18200,A
USGS,2358000,6/25/1954,17700,A
USGS,2358000,6/26/1954,16500,A
USGS,2358000,6/27/1954,14600,A
USGS,2358000,6/28/1954,12600,A
USGS,2358000,6/29/1954,10500,A
USGS,2358000,6/30/1954,9720,A
USGS,2358000,7/1/1954,9890,A
USGS,2358000,7/2/1954,10800,A
USGS,2358000,7/3/1954,13700,A
USGS,2358000,7/4/1954,12600,A
USGS,2358000,7/5/1954,11900,A
USGS,2358000,7/6/1954,11600,A
USGS,2358000,7/7/1954,10300,A
USGS,2358000,7/8/1954,10000,A
USGS,2358000,7/9/1954,10200,A
USGS,2358000,7/10/1954,10100,A
USGS,2358000,7/11/1954,10000,A
USGS,2358000,7/12/1954,10000,A
USGS,2358000,7/13/1954,9570,A
USGS,2358000,7/14/1954,9020,A
USGS,2358000,7/15/1954,9070,A
USGS,2358000,7/16/1954,9110,A
USGS,2358000,7/17/1954,9230,A
USGS,2358000,7/18/1954,10300,A
USGS,2358000,7/19/1954,11600,A
USGS,2358000,7/20/1954,11600,A
USGS,2358000,7/21/1954,11200,A
USGS,2358000,7/22/1954,10700,A
USGS,2358000,7/23/1954,10100,A
USGS,2358000,7/24/1954,9890,A
USGS,2358000,7/25/1954,10100,A
USGS,2358000,7/26/1954,10500,A
USGS,2358000,7/27/1954,11500,A
USGS,2358000,7/28/1954,12500,A
USGS,2358000,7/29/1954,12300,A
