Agency,Site,Date,Discharge,Letter
USGS,2358000,3/4/1960,45500,A
USGS,2358000,3/5/1960,47700,A
USGS,2358000,3/6/1960,46600,A
USGS,2358000,3/7/1960,44100,A
USGS,2358000,3/8/1960,40400,A
USGS,2358000,3/9/1960,38300,A
USGS,2358000,3/10/1960,39800,A
USGS,2358000,3/11/1960,42400,A
USGS,2358000,3/12/1960,40700,A
USGS,2358000,3/13/1960,38900,A
USGS,2358000,3/14/1960,38000,A
USGS,2358000,3/15/1960,41000,A
USGS,2358000,3/16/1960,40100,A
USGS,2358000,3/17/1960,41300,A
USGS,2358000,3/18/1960,43800,A
USGS,2358000,3/19/1960,41700,A
USGS,2358000,3/20/1960,42000,A
USGS,2358000,3/21/1960,39500,A
USGS,2358000,3/22/1960,37400,A
USGS,2358000,3/23/1960,36200,A
USGS,2358000,3/24/1960,34700,A
USGS,2358000,3/25/1960,33200,A
USGS,2358000,3/26/1960,32300,A
USGS,2358000,3/27/1960,30200,A
USGS,2358000,3/28/1960,29900,A
USGS,2358000,3/29/1960,29600,A
USGS,2358000,3/30/1960,37700,A
USGS,2358000,3/31/1960,53200,A
USGS,2358000,4/1/1960,62500,A
USGS,2358000,4/2/1960,74200,A
USGS,2358000,4/3/1960,87700,A
USGS,2358000,4/4/1960,92400,A
USGS,2358000,4/5/1960,107000,A
USGS,2358000,4/6/1960,130000,A
USGS,2358000,4/7/1960,147000,A
USGS,2358000,4/8/1960,154000,A
USGS,2358000,4/9/1960,137000,A
USGS,2358000,4/10/1960,110000,A
USGS,2358000,4/11/1960,78200,A
USGS,2358000,4/12/1960,66500,A
USGS,2358000,4/13/1960,65900,A
USGS,2358000,4/14/1960,56800,A
USGS,2358000,4/15/1960,51700,A
USGS,2358000,4/16/1960,46600,A
USGS,2358000,4/17/1960,41300,A
USGS,2358000,4/18/1960,40700,A
USGS,2358000,4/19/1960,37400,A
USGS,2358000,4/20/1960,35900,A
USGS,2358000,4/21/1960,40100,A
USGS,2358000,4/22/1960,37700,A
USGS,2358000,4/23/1960,38300,A
USGS,2358000,4/24/1960,36500,A
USGS,2358000,4/25/1960,34100,A
USGS,2358000,4/26/1960,33500,A
USGS,2358000,4/27/1960,32900,A
USGS,2358000,4/28/1960,33200,A
USGS,2358000,4/29/1960,31400,A
USGS,2358000,4/30/1960,26700,A
USGS,2358000,5/1/1960,25900,A
USGS,2358000,5/2/1960,25100,A
USGS,2358000,5/3/1960,25100,A
USGS,2358000,5/4/1960,23700,A
USGS,2358000,5/5/1960,24000,A
USGS,2358000,5/6/1960,23200,A
USGS,2358000,5/7/1960,21700,A
USGS,2358000,5/8/1960,21900,A
USGS,2358000,5/9/1960,21900,A
USGS,2358000,5/10/1960,29400,A
USGS,2358000,5/11/1960,29600,A
USGS,2358000,5/12/1960,26200,A
USGS,2358000,5/13/1960,23700,A
USGS,2358000,5/14/1960,25400,A
USGS,2358000,5/15/1960,21400,A
USGS,2358000,5/16/1960,19200,A
USGS,2358000,5/17/1960,18400,A
USGS,2358000,5/18/1960,17900,A
USGS,2358000,5/19/1960,19900,A
USGS,2358000,5/20/1960,19200,A
USGS,2358000,5/21/1960,19200,A
USGS,2358000,5/22/1960,16700,A
USGS,2358000,5/23/1960,15500,A
USGS,2358000,5/24/1960,14800,A
USGS,2358000,5/25/1960,13100,A
USGS,2358000,5/26/1960,15500,A
USGS,2358000,5/27/1960,17700,A
USGS,2358000,5/28/1960,16000,A
USGS,2358000,5/29/1960,16400,A
USGS,2358000,5/30/1960,14100,A
USGS,2358000,5/31/1960,13100,A
USGS,2358000,6/1/1960,18900,A
USGS,2358000,6/2/1960,18700,A
USGS,2358000,6/3/1960,19900,A
USGS,2358000,6/4/1960,18400,A
USGS,2358000,6/5/1960,14500,A
USGS,2358000,6/6/1960,13300,A
USGS,2358000,6/7/1960,12300,A
USGS,2358000,6/8/1960,13700,A
USGS,2358000,6/9/1960,12700,A
USGS,2358000,6/10/1960,11900,A
USGS,2358000,6/11/1960,13300,A
USGS,2358000,6/12/1960,12900,A
USGS,2358000,6/13/1960,12300,A
USGS,2358000,6/14/1960,13100,A
USGS,2358000,6/15/1960,14100,A
USGS,2358000,6/16/1960,12300,A
USGS,2358000,6/17/1960,12100,A
USGS,2358000,6/18/1960,12500,A
USGS,2358000,6/19/1960,13900,A
USGS,2358000,6/20/1960,12500,A
USGS,2358000,6/21/1960,12100,A
USGS,2358000,6/22/1960,12100,A
USGS,2358000,6/23/1960,12100,A
USGS,2358000,6/24/1960,12500,A
USGS,2358000,6/25/1960,13500,A
USGS,2358000,6/26/1960,15500,A
USGS,2358000,6/27/1960,16200,A
USGS,2358000,6/28/1960,12300,A
USGS,2358000,6/29/1960,11700,A
USGS,2358000,6/30/1960,12500,A
USGS,2358000,7/1/1960,13700,A
USGS,2358000,7/2/1960,13300,A
USGS,2358000,7/3/1960,13300,A
USGS,2358000,7/4/1960,13700,A
USGS,2358000,7/5/1960,12900,A
USGS,2358000,7/6/1960,12900,A
USGS,2358000,7/7/1960,13100,A
USGS,2358000,7/8/1960,11900,A
USGS,2358000,7/9/1960,13500,A
USGS,2358000,7/10/1960,15200,A
USGS,2358000,7/11/1960,16000,A
USGS,2358000,7/12/1960,14100,A
USGS,2358000,7/13/1960,12900,A
USGS,2358000,7/14/1960,14500,A
USGS,2358000,7/15/1960,17200,A
USGS,2358000,7/16/1960,17200,A
USGS,2358000,7/17/1960,15500,A
USGS,2358000,7/18/1960,13100,A
USGS,2358000,7/19/1960,11500,A
USGS,2358000,7/20/1960,11300,A
USGS,2358000,7/21/1960,11200,A
USGS,2358000,7/22/1960,11500,A
USGS,2358000,7/23/1960,12100,A
USGS,2358000,7/24/1960,11300,A
USGS,2358000,7/25/1960,11300,A
USGS,2358000,7/26/1960,11300,A
USGS,2358000,7/27/1960,11500,A
USGS,2358000,7/28/1960,11900,A
USGS,2358000,7/29/1960,12100,A
USGS,2358000,7/30/1960,12700,A
USGS,2358000,7/31/1960,12700,A
USGS,2358000,8/1/1960,12900,A
USGS,2358000,8/2/1960,12900,A
USGS,2358000,8/3/1960,12300,A
USGS,2358000,8/4/1960,12100,A
USGS,2358000,8/5/1960,13100,A
USGS,2358000,8/6/1960,12900,A
USGS,2358000,8/7/1960,12700,A
USGS,2358000,8/8/1960,12300,A
USGS,2358000,8/9/1960,11300,A
USGS,2358000,8/10/1960,9810,A
USGS,2358000,8/11/1960,10500,A
USGS,2358000,8/12/1960,11700,A
USGS,2358000,8/13/1960,13300,A
USGS,2358000,8/14/1960,15000,A
USGS,2358000,8/15/1960,17700,A
USGS,2358000,8/16/1960,16700,A
USGS,2358000,8/17/1960,16200,A
USGS,2358000,8/18/1960,16700,A
USGS,2358000,8/19/1960,16200,A
USGS,2358000,8/20/1960,14100,A
USGS,2358000,8/21/1960,12900,A
USGS,2358000,8/22/1960,12900,A
USGS,2358000,8/23/1960,12900,A
USGS,2358000,8/24/1960,12900,A
USGS,2358000,8/25/1960,13900,A
USGS,2358000,8/26/1960,14300,A
USGS,2358000,8/27/1960,14300,A
USGS,2358000,8/28/1960,15500,A
USGS,2358000,8/29/1960,15700,A
USGS,2358000,8/30/1960,12700,A
USGS,2358000,8/31/1960,12700,A
USGS,2358000,9/1/1960,12700,A
USGS,2358000,9/2/1960,11900,A
USGS,2358000,9/3/1960,11900,A
USGS,2358000,9/4/1960,11900,A
USGS,2358000,9/5/1960,11300,A
USGS,2358000,9/6/1960,10200,A
USGS,2358000,9/7/1960,9810,A
USGS,2358000,9/8/1960,11000,A
USGS,2358000,9/9/1960,12900,A
USGS,2358000,9/10/1960,13300,A
USGS,2358000,9/11/1960,13700,A
USGS,2358000,9/12/1960,11000,A
USGS,2358000,9/13/1960,10700,A
USGS,2358000,9/14/1960,9980,A
USGS,2358000,9/15/1960,11300,A
USGS,2358000,9/16/1960,9470,A
USGS,2358000,9/17/1960,9130,A
USGS,2358000,9/18/1960,8960,A
USGS,2358000,9/19/1960,10300,A
USGS,2358000,9/20/1960,10300,A
USGS,2358000,9/21/1960,8960,A
USGS,2358000,9/22/1960,8790,A
USGS,2358000,9/23/1960,9300,A
USGS,2358000,9/24/1960,9980,A
USGS,2358000,9/25/1960,12100,A
USGS,2358000,9/26/1960,20700,A
USGS,2358000,9/27/1960,17900,A
USGS,2358000,9/28/1960,15200,A
USGS,2358000,9/29/1960,16200,A
USGS,2358000,9/30/1960,18400,A
USGS,2358000,10/1/1960,19300,A
USGS,2358000,10/2/1960,19100,A
USGS,2358000,10/3/1960,18700,A
USGS,2358000,10/4/1960,18900,A
USGS,2358000,10/5/1960,19100,A
USGS,2358000,10/6/1960,19200,A
USGS,2358000,10/7/1960,19000,A
USGS,2358000,10/8/1960,16400,A
USGS,2358000,10/9/1960,13400,A
USGS,2358000,10/10/1960,12900,A
USGS,2358000,10/11/1960,12600,A
USGS,2358000,10/12/1960,12700,A
USGS,2358000,10/13/1960,12700,A
USGS,2358000,10/14/1960,12800,A
USGS,2358000,10/15/1960,12500,A
USGS,2358000,10/16/1960,12600,A
USGS,2358000,10/17/1960,12400,A
USGS,2358000,10/18/1960,11600,A
USGS,2358000,10/19/1960,10900,A
USGS,2358000,10/20/1960,10900,A
USGS,2358000,10/21/1960,10900,A
USGS,2358000,10/22/1960,10800,A
USGS,2358000,10/23/1960,10800,A
USGS,2358000,10/24/1960,10700,A
USGS,2358000,10/25/1960,10800,A
USGS,2358000,10/26/1960,11000,A
USGS,2358000,10/27/1960,9410,A
USGS,2358000,10/28/1960,9220,A
USGS,2358000,10/29/1960,9220,A
USGS,2358000,10/30/1960,9120,A
USGS,2358000,10/31/1960,9150,A
USGS,2358000,11/1/1960,9660,A
USGS,2358000,11/2/1960,9430,A
USGS,2358000,11/3/1960,9270,A
USGS,2358000,11/4/1960,10100,A
USGS,2358000,11/5/1960,11200,A
USGS,2358000,11/6/1960,9100,A
USGS,2358000,11/7/1960,8970,A
USGS,2358000,11/8/1960,9020,A
USGS,2358000,11/9/1960,10500,A
USGS,2358000,11/10/1960,10100,A
USGS,2358000,11/11/1960,10600,A
USGS,2358000,11/12/1960,8970,A
USGS,2358000,11/13/1960,9590,A
USGS,2358000,11/14/1960,8970,A
USGS,2358000,11/15/1960,8900,A
USGS,2358000,11/16/1960,10500,A
USGS,2358000,11/17/1960,11200,A
USGS,2358000,11/18/1960,9360,A
USGS,2358000,11/19/1960,11100,A
USGS,2358000,11/20/1960,9880,A
USGS,2358000,11/21/1960,10500,A
USGS,2358000,11/22/1960,13100,A
USGS,2358000,11/23/1960,9860,A
USGS,2358000,11/24/1960,9070,A
USGS,2358000,11/25/1960,9920,A
USGS,2358000,11/26/1960,9900,A
USGS,2358000,11/27/1960,10300,A
USGS,2358000,11/28/1960,12400,A
USGS,2358000,11/29/1960,12100,A
USGS,2358000,11/30/1960,11300,A
USGS,2358000,12/1/1960,10300,A
USGS,2358000,12/2/1960,10800,A
USGS,2358000,12/3/1960,10800,A
USGS,2358000,12/4/1960,10800,A
USGS,2358000,12/5/1960,10800,A
USGS,2358000,12/6/1960,11400,A
USGS,2358000,12/7/1960,10100,A
USGS,2358000,12/8/1960,10000,A
USGS,2358000,12/9/1960,10500,A
USGS,2358000,12/10/1960,11600,A
USGS,2358000,12/11/1960,12400,A
USGS,2358000,12/12/1960,12500,A
USGS,2358000,12/13/1960,12500,A
USGS,2358000,12/14/1960,11500,A
USGS,2358000,12/15/1960,11800,A
USGS,2358000,12/16/1960,12100,A
USGS,2358000,12/17/1960,12200,A
USGS,2358000,12/18/1960,12800,A
USGS,2358000,12/19/1960,12500,A
USGS,2358000,12/20/1960,12000,A
USGS,2358000,12/21/1960,12000,A
USGS,2358000,12/22/1960,12000,A
USGS,2358000,12/23/1960,12400,A
USGS,2358000,12/24/1960,12600,A
USGS,2358000,12/25/1960,13000,A
USGS,2358000,12/26/1960,13200,A
USGS,2358000,12/27/1960,12100,A
USGS,2358000,12/28/1960,9630,A
USGS,2358000,12/29/1960,9650,A
USGS,2358000,12/30/1960,10900,A
USGS,2358000,12/31/1960,12600,A
USGS,2358000,1/1/1961,13500,A
USGS,2358000,1/2/1961,13500,A
USGS,2358000,1/3/1961,11800,A
USGS,2358000,1/4/1961,11400,A
USGS,2358000,1/5/1961,11000,A
USGS,2358000,1/6/1961,11500,A
USGS,2358000,1/7/1961,12300,A
USGS,2358000,1/8/1961,13600,A
USGS,2358000,1/9/1961,13100,A
USGS,2358000,1/10/1961,11100,A
USGS,2358000,1/11/1961,10900,A
USGS,2358000,1/12/1961,10900,A
USGS,2358000,1/13/1961,10900,A
USGS,2358000,1/14/1961,11500,A
USGS,2358000,1/15/1961,12400,A
USGS,2358000,1/16/1961,11400,A
USGS,2358000,1/17/1961,11900,A
USGS,2358000,1/18/1961,12100,A
USGS,2358000,1/19/1961,12500,A
USGS,2358000,1/20/1961,12500,A
USGS,2358000,1/21/1961,12400,A
USGS,2358000,1/22/1961,12300,A
USGS,2358000,1/23/1961,12800,A
USGS,2358000,1/24/1961,12900,A
USGS,2358000,1/25/1961,13200,A
USGS,2358000,1/26/1961,14400,A
USGS,2358000,1/27/1961,14600,A
USGS,2358000,1/28/1961,15400,A
USGS,2358000,1/29/1961,17700,A
USGS,2358000,1/30/1961,14700,A
USGS,2358000,1/31/1961,13100,A
USGS,2358000,2/1/1961,13000,A
USGS,2358000,2/2/1961,13400,A
USGS,2358000,2/3/1961,12800,A
USGS,2358000,2/4/1961,15300,A
USGS,2358000,2/5/1961,14400,A
USGS,2358000,2/6/1961,13700,A
USGS,2358000,2/7/1961,14300,A
USGS,2358000,2/8/1961,14500,A
USGS,2358000,2/9/1961,15000,A
USGS,2358000,2/10/1961,15600,A
USGS,2358000,2/11/1961,15000,A
USGS,2358000,2/12/1961,13100,A
USGS,2358000,2/13/1961,13400,A
USGS,2358000,2/14/1961,13000,A
USGS,2358000,2/15/1961,13000,A
USGS,2358000,2/16/1961,12200,A
USGS,2358000,2/17/1961,12000,A
USGS,2358000,2/18/1961,11400,A
USGS,2358000,2/19/1961,11500,A
USGS,2358000,2/20/1961,22600,A
USGS,2358000,2/21/1961,44500,A
USGS,2358000,2/22/1961,59100,A
USGS,2358000,2/23/1961,67400,A
USGS,2358000,2/24/1961,75200,A
USGS,2358000,2/25/1961,79500,A
USGS,2358000,2/26/1961,93400,A
USGS,2358000,2/27/1961,101000,A
USGS,2358000,2/28/1961,119000,A
USGS,2358000,3/1/1961,125000,A
USGS,2358000,3/2/1961,134000,A
USGS,2358000,3/3/1961,134000,A
USGS,2358000,3/4/1961,113000,A
USGS,2358000,3/5/1961,68400,A
USGS,2358000,3/6/1961,58400,A
USGS,2358000,3/7/1961,53600,A
USGS,2358000,3/8/1961,50500,A
USGS,2358000,3/9/1961,47900,A
USGS,2358000,3/10/1961,45000,A
USGS,2358000,3/11/1961,43600,A
USGS,2358000,3/12/1961,37500,A
USGS,2358000,3/13/1961,32300,A
USGS,2358000,3/14/1961,33200,A
USGS,2358000,3/15/1961,33600,A
USGS,2358000,3/16/1961,33200,A
USGS,2358000,3/17/1961,31800,A
USGS,2358000,3/18/1961,33800,A
USGS,2358000,3/19/1961,33200,A
USGS,2358000,3/20/1961,33900,A
USGS,2358000,3/21/1961,32000,A
USGS,2358000,3/22/1961,30400,A
USGS,2358000,3/23/1961,30700,A
USGS,2358000,3/24/1961,28800,A
USGS,2358000,3/25/1961,27100,A
USGS,2358000,3/26/1961,25700,A
USGS,2358000,3/27/1961,20800,A
USGS,2358000,3/28/1961,20400,A
USGS,2358000,3/29/1961,24200,A
USGS,2358000,3/30/1961,25500,A
USGS,2358000,3/31/1961,29100,A
USGS,2358000,4/1/1961,46400,A
USGS,2358000,4/2/1961,64100,A
USGS,2358000,4/3/1961,75600,A
USGS,2358000,4/4/1961,84900,A
USGS,2358000,4/5/1961,78800,A
USGS,2358000,4/6/1961,59800,A
USGS,2358000,4/7/1961,53200,A
USGS,2358000,4/8/1961,51600,A
USGS,2358000,4/9/1961,51600,A
USGS,2358000,4/10/1961,48400,A
USGS,2358000,4/11/1961,42900,A
USGS,2358000,4/12/1961,48100,A
USGS,2358000,4/13/1961,57300,A
USGS,2358000,4/14/1961,61000,A
USGS,2358000,4/15/1961,65200,A
USGS,2358000,4/16/1961,79000,A
USGS,2358000,4/17/1961,82000,A
USGS,2358000,4/18/1961,81800,A
USGS,2358000,4/19/1961,74500,A
USGS,2358000,4/20/1961,67000,A
USGS,2358000,4/21/1961,59000,A
USGS,2358000,4/22/1961,53800,A
USGS,2358000,4/23/1961,49400,A
USGS,2358000,4/24/1961,45400,A
USGS,2358000,4/25/1961,40800,A
USGS,2358000,4/26/1961,37700,A
USGS,2358000,4/27/1961,36000,A
USGS,2358000,4/28/1961,40600,A
USGS,2358000,4/29/1961,39400,A
USGS,2358000,4/30/1961,39400,A
USGS,2358000,5/1/1961,40100,A
USGS,2358000,5/2/1961,41600,A
USGS,2358000,5/3/1961,43100,A
USGS,2358000,5/4/1961,43000,A
USGS,2358000,5/5/1961,42400,A
USGS,2358000,5/6/1961,37100,A
USGS,2358000,5/7/1961,33400,A
USGS,2358000,5/8/1961,32900,A
USGS,2358000,5/9/1961,33700,A
USGS,2358000,5/10/1961,33300,A
USGS,2358000,5/11/1961,29100,A
USGS,2358000,5/12/1961,28200,A
USGS,2358000,5/13/1961,27400,A
USGS,2358000,5/14/1961,29700,A
USGS,2358000,5/15/1961,27900,A
USGS,2358000,5/16/1961,27700,A
USGS,2358000,5/17/1961,27900,A
USGS,2358000,5/18/1961,27600,A
USGS,2358000,5/19/1961,24000,A
USGS,2358000,5/20/1961,20500,A
USGS,2358000,5/21/1961,20700,A
USGS,2358000,5/22/1961,18800,A
USGS,2358000,5/23/1961,14100,A
USGS,2358000,5/24/1961,15000,A
USGS,2358000,5/25/1961,19200,A
USGS,2358000,5/26/1961,28100,A
USGS,2358000,5/27/1961,34600,A
USGS,2358000,5/28/1961,34500,A
USGS,2358000,5/29/1961,31500,A
USGS,2358000,5/30/1961,24000,A
USGS,2358000,5/31/1961,21800,A
USGS,2358000,6/1/1961,24700,A
USGS,2358000,6/2/1961,23500,A
USGS,2358000,6/3/1961,19900,A
USGS,2358000,6/4/1961,18000,A
USGS,2358000,6/5/1961,16900,A
USGS,2358000,6/6/1961,14700,A
USGS,2358000,6/7/1961,14700,A
USGS,2358000,6/8/1961,19800,A
USGS,2358000,6/9/1961,17200,A
USGS,2358000,6/10/1961,13000,A
USGS,2358000,6/11/1961,11800,A
USGS,2358000,6/12/1961,11700,A
USGS,2358000,6/13/1961,11800,A
USGS,2358000,6/14/1961,12800,A
USGS,2358000,6/15/1961,14600,A
USGS,2358000,6/16/1961,14600,A
USGS,2358000,6/17/1961,14600,A
USGS,2358000,6/18/1961,14500,A
USGS,2358000,6/19/1961,15600,A
USGS,2358000,6/20/1961,18900,A
USGS,2358000,6/21/1961,24400,A
USGS,2358000,6/22/1961,21100,A
USGS,2358000,6/23/1961,26700,A
USGS,2358000,6/24/1961,30100,A
USGS,2358000,6/25/1961,30400,A
USGS,2358000,6/26/1961,27800,A
USGS,2358000,6/27/1961,27000,A
USGS,2358000,6/28/1961,28300,A
USGS,2358000,6/29/1961,30800,A
USGS,2358000,6/30/1961,31100,A
USGS,2358000,7/1/1961,27000,A
USGS,2358000,7/2/1961,24200,A
USGS,2358000,7/3/1961,20200,A
USGS,2358000,7/4/1961,20000,A
USGS,2358000,7/5/1961,19100,A
USGS,2358000,7/6/1961,18000,A
USGS,2358000,7/7/1961,18000,A
USGS,2358000,7/8/1961,19100,A
USGS,2358000,7/9/1961,19000,A
USGS,2358000,7/10/1961,17000,A
USGS,2358000,7/11/1961,16200,A
USGS,2358000,7/12/1961,16200,A
USGS,2358000,7/13/1961,19500,A
USGS,2358000,7/14/1961,24000,A
USGS,2358000,7/15/1961,34800,A
USGS,2358000,7/16/1961,28800,A
USGS,2358000,7/17/1961,25100,A
USGS,2358000,7/18/1961,22800,A
USGS,2358000,7/19/1961,21100,A
USGS,2358000,7/20/1961,20800,A
USGS,2358000,7/21/1961,21200,A
USGS,2358000,7/22/1961,26100,A
USGS,2358000,7/23/1961,22900,A
USGS,2358000,7/24/1961,19900,A
USGS,2358000,7/25/1961,17800,A
USGS,2358000,7/26/1961,17300,A
USGS,2358000,7/27/1961,16400,A
USGS,2358000,7/28/1961,15000,A
USGS,2358000,7/29/1961,14800,A
USGS,2358000,7/30/1961,14600,A
USGS,2358000,7/31/1961,13600,A
USGS,2358000,8/1/1961,12500,A
USGS,2358000,8/2/1961,12300,A
USGS,2358000,8/3/1961,12400,A
USGS,2358000,8/4/1961,12700,A
USGS,2358000,8/5/1961,12900,A
USGS,2358000,8/6/1961,12300,A
USGS,2358000,8/7/1961,12800,A
USGS,2358000,8/8/1961,13500,A
USGS,2358000,8/9/1961,13500,A
USGS,2358000,8/10/1961,14300,A
USGS,2358000,8/11/1961,16600,A
USGS,2358000,8/12/1961,19100,A
USGS,2358000,8/13/1961,19500,A
USGS,2358000,8/14/1961,19100,A
USGS,2358000,8/15/1961,17000,A
USGS,2358000,8/16/1961,16700,A
USGS,2358000,8/17/1961,16600,A
USGS,2358000,8/18/1961,15200,A
USGS,2358000,8/19/1961,14000,A
USGS,2358000,8/20/1961,13100,A
USGS,2358000,8/21/1961,12300,A
USGS,2358000,8/22/1961,12200,A
USGS,2358000,8/23/1961,12400,A
USGS,2358000,8/24/1961,13000,A
USGS,2358000,8/25/1961,17500,A
USGS,2358000,8/26/1961,18200,A
USGS,2358000,8/27/1961,20200,A
USGS,2358000,8/28/1961,32200,A
USGS,2358000,8/29/1961,21700,A
USGS,2358000,8/30/1961,22400,A
USGS,2358000,8/31/1961,25500,A
USGS,2358000,9/1/1961,24200,A
USGS,2358000,9/2/1961,22100,A
USGS,2358000,9/3/1961,19800,A
USGS,2358000,9/4/1961,18100,A
USGS,2358000,9/5/1961,14500,A
USGS,2358000,9/6/1961,17000,A
USGS,2358000,9/7/1961,17900,A
USGS,2358000,9/8/1961,16200,A
USGS,2358000,9/9/1961,15500,A
USGS,2358000,9/10/1961,19000,A
USGS,2358000,9/11/1961,16400,A
USGS,2358000,9/12/1961,12900,A
USGS,2358000,9/13/1961,11800,A
USGS,2358000,9/14/1961,12300,A
USGS,2358000,9/15/1961,13800,A
USGS,2358000,9/16/1961,13900,A
USGS,2358000,9/17/1961,11800,A
USGS,2358000,9/18/1961,13600,A
USGS,2358000,9/19/1961,14100,A
USGS,2358000,9/20/1961,12100,A
USGS,2358000,9/21/1961,11500,A
USGS,2358000,9/22/1961,11300,A
USGS,2358000,9/23/1961,11100,A
USGS,2358000,9/24/1961,10800,A
USGS,2358000,9/25/1961,10700,A
USGS,2358000,9/26/1961,10700,A
USGS,2358000,9/27/1961,10800,A
USGS,2358000,9/28/1961,10700,A
USGS,2358000,9/29/1961,9430,A
USGS,2358000,9/30/1961,8850,A
USGS,2358000,10/1/1961,8810,A
USGS,2358000,10/2/1961,8830,A
USGS,2358000,10/3/1961,8800,A
USGS,2358000,10/4/1961,8690,A
USGS,2358000,10/5/1961,8400,A
USGS,2358000,10/6/1961,8370,A
USGS,2358000,10/7/1961,8080,A
USGS,2358000,10/8/1961,8770,A
USGS,2358000,10/9/1961,9170,A
USGS,2358000,10/10/1961,7710,A
USGS,2358000,10/11/1961,9030,A
USGS,2358000,10/12/1961,8320,A
USGS,2358000,10/13/1961,11000,A
USGS,2358000,10/14/1961,8100,A
USGS,2358000,10/15/1961,7940,A
USGS,2358000,10/16/1961,8160,A
USGS,2358000,10/17/1961,8040,A
USGS,2358000,10/18/1961,8400,A
USGS,2358000,10/19/1961,8880,A
USGS,2358000,10/20/1961,8570,A
USGS,2358000,10/21/1961,7800,A
USGS,2358000,10/22/1961,7410,A
USGS,2358000,10/23/1961,7040,A
USGS,2358000,10/24/1961,7590,A
USGS,2358000,10/25/1961,7340,A
USGS,2358000,10/26/1961,7410,A
USGS,2358000,10/27/1961,8490,A
USGS,2358000,10/28/1961,7880,A
USGS,2358000,10/29/1961,7640,A
USGS,2358000,10/30/1961,9020,A
USGS,2358000,10/31/1961,9000,A
USGS,2358000,11/1/1961,7700,A
USGS,2358000,11/2/1961,8480,A
USGS,2358000,11/3/1961,8720,A
USGS,2358000,11/4/1961,8410,A
USGS,2358000,11/5/1961,8620,A
USGS,2358000,11/6/1961,8010,A
USGS,2358000,11/7/1961,7890,A
USGS,2358000,11/8/1961,8180,A
USGS,2358000,11/9/1961,7980,A
USGS,2358000,11/10/1961,7880,A
USGS,2358000,11/11/1961,7920,A
USGS,2358000,11/12/1961,9830,A
USGS,2358000,11/13/1961,8490,A
USGS,2358000,11/14/1961,8290,A
USGS,2358000,11/15/1961,8270,A
USGS,2358000,11/16/1961,8250,A
USGS,2358000,11/17/1961,8370,A
USGS,2358000,11/18/1961,9080,A
USGS,2358000,11/19/1961,8590,A
USGS,2358000,11/20/1961,8380,A
USGS,2358000,11/21/1961,9200,A
USGS,2358000,11/22/1961,8460,A
USGS,2358000,11/23/1961,8480,A
USGS,2358000,11/24/1961,9610,A
USGS,2358000,11/25/1961,9700,A
USGS,2358000,11/26/1961,9720,A
USGS,2358000,11/27/1961,9700,A
USGS,2358000,11/28/1961,9610,A
USGS,2358000,11/29/1961,9610,A
USGS,2358000,11/30/1961,9770,A
USGS,2358000,12/1/1961,9830,A
USGS,2358000,12/2/1961,10100,A
USGS,2358000,12/3/1961,10100,A
USGS,2358000,12/4/1961,10100,A
USGS,2358000,12/5/1961,10200,A
USGS,2358000,12/6/1961,9660,A
USGS,2358000,12/7/1961,9170,A
USGS,2358000,12/8/1961,9880,A
USGS,2358000,12/9/1961,10300,A
USGS,2358000,12/10/1961,11200,A
USGS,2358000,12/11/1961,9930,A
USGS,2358000,12/12/1961,15100,A
USGS,2358000,12/13/1961,28300,A
USGS,2358000,12/14/1961,39400,A
USGS,2358000,12/15/1961,50600,A
USGS,2358000,12/16/1961,62000,A
USGS,2358000,12/17/1961,65000,A
USGS,2358000,12/18/1961,66100,A
USGS,2358000,12/19/1961,58700,A
USGS,2358000,12/20/1961,49700,A
USGS,2358000,12/21/1961,48700,A
USGS,2358000,12/22/1961,48500,A
USGS,2358000,12/23/1961,43300,A
USGS,2358000,12/24/1961,38600,A
USGS,2358000,12/25/1961,31800,A
USGS,2358000,12/26/1961,30600,A
USGS,2358000,12/27/1961,30200,A
USGS,2358000,12/28/1961,27700,A
USGS,2358000,12/29/1961,22300,A
USGS,2358000,12/30/1961,20200,A
USGS,2358000,12/31/1961,20000,A
USGS,2358000,1/1/1962,20100,A
USGS,2358000,1/2/1962,20000,A
USGS,2358000,1/3/1962,20500,A
USGS,2358000,1/4/1962,21300,A
USGS,2358000,1/5/1962,20500,A
USGS,2358000,1/6/1962,31100,A
USGS,2358000,1/7/1962,47600,A
USGS,2358000,1/8/1962,48100,A
USGS,2358000,1/9/1962,47200,A
USGS,2358000,1/10/1962,45500,A
USGS,2358000,1/11/1962,41900,A
USGS,2358000,1/12/1962,35200,A
USGS,2358000,1/13/1962,34100,A
USGS,2358000,1/14/1962,34000,A
USGS,2358000,1/15/1962,33300,A
USGS,2358000,1/16/1962,27500,A
USGS,2358000,1/17/1962,26000,A
USGS,2358000,1/18/1962,24800,A
USGS,2358000,1/19/1962,24600,A
USGS,2358000,1/20/1962,28000,A
USGS,2358000,1/21/1962,33700,A
USGS,2358000,1/22/1962,34800,A
USGS,2358000,1/23/1962,35100,A
USGS,2358000,1/24/1962,34400,A
USGS,2358000,1/25/1962,31400,A
USGS,2358000,1/26/1962,31300,A
USGS,2358000,1/27/1962,35800,A
USGS,2358000,1/28/1962,36600,A
USGS,2358000,1/29/1962,35600,A
USGS,2358000,1/30/1962,33600,A
USGS,2358000,1/31/1962,31700,A
